ID,LowerID,Heading,UpperID
IT-0029,14,,32
IT-0030,9,89,27
IT-0031,16,,34
IT-0032,4,,22
IT-0037,10,,28
IT-0043,10,,28
IT-0045,9,,27
IT-0048,15,150,33
IT-0051,14,,32
IT-0055,18,,36
IT-0056,6,,24
IT-0058,3,,21
IT-0063,18,,36
IT-0065,5,,23
IT-0070,17,,35
IT-0071,17,,35
IT-0073,9,,27
IT-0074,18,,36
IT-0076,13,,31
IT-0085,14,,32
IT-0087,3,,21
IT-0089,17,,35
IT-0090,7,,25
IT-0093,10,,28
IT-0097,11,,29
IT-0099,2,,20
IT-0102,8,,26
IT-0103,15,148,33
IT-0113,11,,29
IT-0118,3,,21
IT-0119,16,,34
IT-0120,18,,36
IT-0123,6,,24
IT-0124,13,,31
IT-0125,11,,29
IT-0131,12,,30
IT-0136,16,,34
IT-0138,16,,34
IT-0142,9,,27
IT-0146,1,,19
IT-0148,11,,29
IT-0149,16,,34
IT-0150,15,,33
IT-0152,4,,22
IT-0152,11,,29
IT-0156,7,,25
IT-0157,2,,20
IT-0166,17,,35
IT-0170,18,,36
IT-0171,15,,33
IT-0172,10,,28
IT-0175,2,,20
IT-0176,6,,24
IT-0177,13,128,31
IT-0179,12,,30
IT-0181,9,,27
IT-0183,17,,35
IT-0189,3,,21
IT-0190,11,,29
IT-0192,16,,34
IT-0194,1,,19
IT-0195,14,,32
IT-0196,14,,32
IT-0203,17,,35
IT-0204,16,,34
IT-0211,9,,27
IT-0214,2,,20
IT-0220,9,,27
IT-0222,13,,31
IT-0224,18,,36
IT-0225,18,,36
IT-0226,1,,19
IT-0228,17,,35
IT-0229,15,,33
IT-0230,1,,19
IT-0231,18,,36
IT-0232,16,,34
IT-0236,2,,20
IT-0238,13,,31
IT-0240,14,,32
IT-0241,15,,33
IT-0242,15,,33
IT-0245,14,,32
IT-0248,5,,23
IT-0252,12,,30
IT-0254,17,,35
IT-0255,3,,21
IT-0256,3,,21
IT-0257,1,,19
IT-0258,3,,21
IT-0259,18,,36
IT-0260,3,,21
IT-0260,13,,31
IT-0262,10,,28
IT-0265,16,,34
IT-0266,8,,26
IT-0267,3,,21
IT-0268,3,,21
IT-0269,12,,30
IT-0274,7,,25
IT-0278,5,,23
IT-0279,8,,26
IT-0280,6,,24
IT-0281,15,,33
IT-0282,15,,33
IT-0283,1,,19
IT-0284,5,,23
IT-0290,17,,35
IT-0291,5,,23
IT-0293,13,,31
IT-0300,17,,35
IT-0301,16,,34
IT-0303,10,,28
IT-0304,18,,36
IT-0305,1,,19
IT-0306,1,,19
IT-0308,1,,19
IT-0309,15,,33
IT-0310,10,,28
IT-0311,15,,33
IT-0312,6,,24
IT-0313,13,,31
IT-0314,17,,35
IT-0315,4,,22
IT-0316,18,,36
IT-0317,3,,21
IT-0318,4,,22
IT-0319,18,,36
IT-0320,4,,22
IT-0322,12,,30
IT-0323,16,,34
IT-0324,2,,20
IT-0325,11,,29
IT-0327,4,,22
IT-0328,2,,20
IT-0330,6,,24
IT-0333,18,,36
IT-0335,11,,29
IT-0337,10,,28
IT-0338,9,,27
IT-0339,13,,31
IT-0340,10,,28
IT-0341,18,,36
IT-0342,17,,35
IT-0343,18,,36
IT-0344,5,,23
IT-0345,7,,25
IT-0346,15,,33
IT-0350,16,,34
IT-0351,15,,33
IT-0352,2,,20
IT-0353,3,,21
IT-0354,2,,20
IT-0355,17,,35
IT-0356,15,,33
IT-0357,11,,29
IT-0359,18,,36
IT-0360,17,,35
IT-0361,4,35,22
IT-0366,4,,22
IT-0367,13,,31
IT-0368,4,,22
IT-0370,18,,36
IT-0371,7,,25
IT-0372,9,,27
IT-0373,16,,34
IT-0377,2,,20
IT-0379,16,,34
IT-0382,14,137,32
IT-0383,16,,34
IT-0385,6,74,24
IT-0387,1,,19
IT-0388,17,,35
IT-0389,9,,27
IT-0390,5,,23
IT-0392,12,,30
IT-0393,1,,19
IT-0394,7,,25
IT-0395,4,,22
IT-0396,11,,29
IT-0398,14,,32
IT-0399,8,,26
IT-0400,3,,21
IT-0401,9,,27
IT-0403,17,,35
IT-0404,16,,34
IT-0405,16,,34
IT-0406,10,,28
IT-0407,15,,33
IT-0408,3,,21
IT-0409,3,,21
IT-0419,1,,19
IT-0436,1,,19
IT-0439,17,,35
IT-0448,8,,26
IT-0509,18,,36
IT-0528,2,,20
ITK,1,,19
JB01,1,,19
JLA,4,,22
JMC,H1,,
JOP,3,,21
JPN,H1,,H1
JRA,H1,,H1
JRA,H10,,H10
JRA,H11,,H11
JRA,H2,,H2
JRA,H3,,H3
JRA,H4,,H4
JRA,H5,,H5
JRA,H6,,H6
JRA,H7,,H7
JRB,H1,,
JY00,H1,,
JY01,H1,,
JY02,H1,,
JY04,14,,32
JY06,H1,,
JY08,14,,32
JY12,H1,,
JY13,H1,,
JY14,H1,,
JY15,H1,,
JY16,H1,,
JY17,5,,23
JY18,H1,,
JY19,H1,,
JY20,H1,,
JY21,H1,,
JY24,5,,23
JY25,H1,,
JY26,H1,,
JY27,H1,,
JY28,H1,,
JY30,H1,,
JY31,4,,22
JY32,H1,,
JY33,B1,,
JY34,H1,,
JY35,17W,,35W
JY36,H1,,
JY39,1,,19
JY40,H1,,
JY42,B1,,
JY43,9,,27
K00,17,,35
K00C,1,21,19
K00F,10,114,28
K00M,16,161,34
K00R,12,131,30
K00V,8,91,26
K00V,15,160,33
K00V,N,,S
K01,2,,20
K01,16,,34
K01G,4,31,22
K01G,10,90,28
K01M,17,165,35
K02A,8,78,26
K02C,3,19,21
K02C,9,90,27
K02C,18,179,36
K02G,7,61,25
K03,ALL,,WAY
K03B,7,68.6,25
K03D,12,122,30
K04A,4,40,22
K04G,2,16,20
K04M,15,148,33
K04Y,16,161,34
K05C,8,80,26
K05D,12,131,30
K05U,17,190.9,35
K06A,13,129,31
K06C,11,105.2,29
K06D,7,82,25
K06D,14,150,32
K06M,14,147,32
K06U,15,164.3,33
K07,9,93,27
K07A,14,139,32
K07F,14,143,32
K07F,17,179,35
K07R,15,155.2,33
K07V,6,76,24
K08,17,,35
K08A,9,89,27
K08A,18,180,36
K08C,14,140,32
K08D,9,108,27
K08K,14,148.2,32
K08K,17,180,35
K08M,17,175,35
K09A,11,116,29
K09J,18,174,36
K09K,16,167,34
K09M,18,178,36
K09R,16,163.4,34
K0A2,10,96.1,28
K0A3,6,58,24
K0A4,4,36.6,22
K0A7,15,143,33
K0A8,10,95,28
K0A9,6,57.6,24
K0B1,14,126,32
K0B4,3,41,21
K0B4,13,141,31
K0B5,16,143,34
K0B8,7,61,25
K0B8,12,101,30
K0C0,9,90,27
K0C0,14,155,32
K0C0,18,180,36
K0C4,15,155,33
K0D8,4,53,22
K0D8,13,143,31
K0E0,8,90,26
K0E8,18,194,36
K0F2,17,174,35
K0F4,4,50,22
K0F4,16,166,34
K0F7,18,191,36
K0F9,17,180.5,35
K0G3,15,159,33
K0G6,7,68,25
K0G7,1,355,19
K0G7,10,94,28
K0H1,17,172,35
K0I8,11,106,29
K0J4,4,38,22
K0J6,9,91,27
K0J6,17,175,35
K0J9,17,170,35
K0K7,12,116,30
K0L7,02L,31,20R
K0L7,02R,31,20L
K0L9,6,79.5,24
K0M0,18,182,36
K0M1,15,154.1,33
K0M2,1,8.1,19
K0M3,2,18,20
K0M4,4,35,22
K0M5,3,30,21
K0M8,17,175,35
K0M9,18,179,36
K0O2,15,166,33
K0Q5,12,138.4,30
K0R0,5,54,23
K0R0,13,132,31
K0R1,18,180,36
K0R3,15,159,33
K0R4,14,144,32
K0R5,9,89,27
K0R6,2,19,20
K0S0,5,64,23
K0S7,15,166,33
K0S9,9,104,27
K0V3,5,59,23
K0V3,16,166,34
K0V4,6,53,24
K0V6,11,124.5,29
K0V7,5,61.8,23
K0VG,7,60,25
K0W3,1,357,19
K0W3,10,92,28
K0W3,14,124,32
K10C,9,88,27
K10C,18,178,36
K10G,9,87,27
K10U,2,35.6,20
K11,4,,22
K11,18,,36
K11A,9,97,27
K11R,16,171,34
K11V,8,91.4,26
K11V,14,159.1,32
K12D,8,84,26
K12G,3,25,21
K12G,18,179,36
K12J,6,63,24
K12J,12,120,30
K12J,18,180,36
K12K,14,145,32
K12K,18,190,36
K12N,3,21,21
K12V,7,59,25
K12Y,13,134,31
K13,15,,33
K13C,9,89,27
K13K,8,90,26
K13K,18,191,36
K14A,14,134.9,32
K14F,16,166.9,34
K14G,9,90,27
K14G,18,181,36
K14J,1,15,19
K14J,9,87,27
K14M,8,80,26
K14Y,16,166,34
K15F,18,188,36
K15J,5,47,23
K15J,15,145,33
K15M,18,184,36
K16D,12,130,30
K16G,6,56,24
K16J,13,132,31
K17,17,,35
K17G,4,36,22
K17G,9,85.5,27
K17J,9,91,27
K17J,13,131,31
K17J,18,182,36
K17K,4,49,22
K17M,18,180,36
K17N,9,74,27
K17V,8,90,26
K17V,17,180,35
K18A,8,72,26
K18I,4,38.7,22
K18V,9,96.6,27
K18V,15,165,33
K19A,17,163,35
K19M,1,12,19
K19N,5,38,23
K19S,8,88,26
K19S,17,177.2,35
K1A0,5,41.9,23
K1A3,2,13,20
K1A4,5,50,23
K1A5,7,69,25
K1A6,10,98,28
K1A7,18,180,36
K1A9,9,89,27
K1B0,7,48.5,25
K1B0,16,139,34
K1B1,3,11,21
K1B2,3,19,21
K1B2,6,51,24
K1B2,17,153.9,35
K1B6,18,166,36
K1B9,4,25,22
K1B9,14,123,32
K1C1,18,180,36
K1C2,5,45.9,23
K1C2,13,133,31
K1C5,18,178,36
K1D1,7,72,25
K1D1,13,137,31
K1D3,14,144,32
K1D7,1,6.1,19
K1D7,12,123,30
K1D8,1,23,19
K1D8,13,143,31
K1F0,17,179,35
K1F4,18,186,36
K1F5,8,90,26
K1F5,17,180,35
K1G0,10,91,28
K1G0,18,179,36
K1G1,9,85,27
K1G3,1,9,19
K1G3,5,42,23
K1G3,9,89.1,27
K1G4,17,185,35
K1G5,1,1,19
K1G5,9,84,27
K1H0,7,66.3,25
K1H0,16,158,34
K1H2,1,7,19
K1H2,11,113,29
K1H3,9,92.5,27
K1H5,17,170,35
K1H8,4,39,22
K1H8,18,177,36
K1I5,12,106,30
K1I7,18,180,36
K1J0,1,10,19
K1J6,9,90,27
K1K2,1,15,19
K1K4,13,136,31
K1K4,17,181,35
K1K7,17,180,35
K1K9,3,30,21
K1L0,17,172,35
K1L1,17,182,35
K1L3,16,180,34
K1L7,13,139,31
K1L8,18,193.5,36
K1L9,4,55.8,22
K1M2,3,32,21
K1M4,18,182,36
K1M5,1,11,19
K1M9,2,20,20
K1MO,8,81,26
K1N1,9,100.2,27
K1N7,7,61,25
K1O1,8,90,26
K1O1,17,181,35
K1O2,10,119,28
K1O3,8,92,26
K1O3,12,135,30
K1O4,17,180,35
K1O5,5,69,23
K1O5,14,160.1,32
K1O8,17,180,35
K1Q2,16,181,34
K1Q4,12,137.9,30
K1R1,17,178.7,35
K1R4,1,15,19
K1R7,4,48,22
K1R8,8,86,26
K1S3,8,96,26
K1S5,7,90,25
K1S9,17,190,35
K1T7,12,125.6,30
K1U2,2,53,20
K1U7,10,115,28
K1U7,16,174,34
K1V0,6,71.1,24
K1V2,17,178.4,35
K1V6,11,120,29
K1V6,17,179,35
K1V8,12,125.4,30
K1X1,18,191,36
K20A,5,50,23
K20M,18,179,36
K20N,15,140,33
K20R,13,136.4,31
K20U,12,133,30
K20V,9,104,27
K21,ALL,,WAY
K21D,4,39,22
K21D,14,137,32
K21F,17,175.5,35
K22F,17,176.8,35
K22I,9,79,27
K22M,11,113,29
K22N,8,69,26
K22S,13,149,31
K22W,9,90,27
K23,2,,20
K23M,16,160,34
K23R,17,173,35
K24A,15,142,33
K24F,5,53.1,23
K24J,7,69,25
K24N,17,182,35
K24R,12,126,30
K25D,13,136,31
K25J,18,184,36
K25M,3,32,21
K26,18,181,36
K26A,9,90,27
K26R,14,150,32
K26U,16,176,34
K27,14,,32
K27A,10,99,28
K27K,3,26,21
K27R,17,176.8,35
K28J,6,60,24
K28J,9,87,27
K28J,12,119,30
K28J,17,165,35
K29,10,,28
K29D,10,92,28
K29S,10,113,28
K2A0,3,29,21
K2A1,18,180,36
K2A2,5,57,23
K2A5,2,16,20
K2A6,15,148,33
K2B3,12,102.9,30
K2B3,18,164.6,36
K2B7,1,347,19
K2C8,16,166,34
K2CB,1,10,19
K2CB,7,70,25
K2D5,12,131,30
K2D5,17,180,35
K2E3,1,21,19
K2E5,8,89.2,26
K2E7,8,90,26
K2E7,17,180,35
K2F0,7,79,25
K2F0,14,150,32
K2F1,17,180,35
K2F4,8,90,26
K2F4,17,180,35
K2F5,7,75,25
K2F5,16,165,34
K2F7,18,183,36
K2G1,2,22,20
K2G2,14,134,32
K2G4,9,79,27
K2G9,14,140.1,32
K2G9,7,56,25
K2GC,17,170,35
K2H0,4,39,22
K2H0,14,142.3,32
K2H0,18,180,36
K2H2,18,181,36
K2H9,15,156.2,33
K2I0,5,51,23
K2I3,2,17,20
K2IS,13,135,31
K2J2,14,138,32
K2J3,13,133,31
K2J5,17,168,35
K2K3,8,90,26
K2K3,17,180,35
K2K4,17,180,35
K2K7,2,29,20
K2K7,15,156,33
K2K9,17,180,35
K2L0,18,,36
K2M0,5,,23
K2M2,17,167,35
K2M4,16,162,34
K2M8,18,184,36
K2M8,18U,,36U
K2MO,18,181,36
K2O1,6,82,24
K2O3,16,174.4,34
K2O6,12,134.6,30
K2O7,5,68,23
K2O7,14,157,32
K2O8,17,180,35
K2R0,2,20,20
K2R1,4,37,22
K2R2,18,176.4,36
K2R4,18,182,36
K2R5,6,59,24
K2R6,18,180,36
K2R7,13,137,31
K2R9,16,169,34
K2RR,16,160,34
K2S4,17,187,35
K2S7,17,180,35
K2S8,2,36,20
K2S9,11,135,29
K2T1,7,78,25
K2V5,14,150.2,32
K2V5,17,180,35
K2V6,12,129.2,30
K2V6,16,169.4,34
K2W5,2,8,20
K2W5,18,167,36
K2W6,11,102,29
K2Y4,12,117.3,30
K30,6,,24
K30K,17,180,35
K31,13,,31
K31E,14,134,32
K32A,11,106,29
K32S,12,133,30
K33J,11,110,29
K33K,18,187,36
K33M,15,150,33
K33N,9,73,27
K33R,16,163.7,34
K33S,1,28,19
K33U,3,45,21
K33U,7,82.1,25
K33U,11,123.2,29
K33V,3,45.8,21
K34,3,39,21
K34,8,90,26
K34,17,,35
K34M,18,176.9,36
K34R,17,179,35
K35A,5,47,23
K35D,11,98,29
K35D,15,140,33
K35S,7,90,25
K36K,2,25,20
K36K,14,142,32
K36S,4,58.6,22
K36U,3,49.8,21
K37F,17,178,35
K37K,18,189,36
K37T,15,151,33
K37V,15,157.2,33
K38D,10L,90.1,28R
K38D,10R,90.5,28L
K38J,11,106.4,29
K38S,12,135.6,30
K38U,13,142.8,31
K39N,10,89,28
K3A1,2,17,20
K3A2,7,64,25
K3A4,17,175,35
K3A7,16,155,34
K3AU,18,184,36
K3B0,2,8,20
K3B0,10,85.9,28
K3B1,3,8.3,21
K3B1,14,117,32
K3B4,12,109,30
K3B5,11,101,29
K3B5,12,110,30
K3BS,6,60,24
K3BS,18,180.1,36
K3C8,5,35,23
K3C8,14,131,32
K3CK,8,79.9,26
K3CM,5,45,23
K3CM,18,176,36
K3CU,8,77.8,26
K3CU,16,164.9,34
K3DW,11,108,29
K3E0,2,34,20
K3F2,17,180,35
K3F3,4,45.5,22
K3F3,18,185.7,36
K3F4,9,89.6,27
K3F6,17,180,35
K3F7,17,181,35
K3F9,18,180.6,36
K3FU,13,136,31
K3G1,10,91,28
K3G2,17,163.7,35
K3G3,2,10.5,20
K3G3,10,90.2,28
K3G4,1,1,19
K3G5,5,50,23
K3G6,17,171.7,35
K3GM,9,90,27
K3GM,18,180,36
K3GV,5,57,23
K3GV,9,91,27
K3H4,16,170.7,34
K3HO,18,180,36
K3I2,7,64.9,25
K3I3,8,84,26
K3I3,18,179,36
K3I4,10,100,28
K3I7,3,23.5,21
K3J0,11,112.1,29
K3J1,3,30,21
K3J7,7,,25
K3JC,5,56.6,23
K3JC,13,139.1,31
K3JC,18,193.7,36
K3K3,13,138.2,31
K3K3,18,,36
K3K6,13,137,31
K3K7,8,90,26
K3K7,17,180,35
K3K8,17,175,35
K3L2,3,43.8,21
K3L2,12,134,30
K3LF,9,90,27
K3LF,18,179.8,36
K3M2,3,30,21
K3M3,3,29.8,21
K3M7,1,6.3,19
K3M8,1,7,19
K3M9,3,37.5,21
K3MY,18,175,36
K3N6,6,44.2,24
K3O1,18,195.7,36
K3O3,17,174,35
K3O4,17,179,35
K3O9,17,174,35
K3P3,9,103.6,27
K3R2,4,44.8,22
K3R2,13,135.1,31
K3R4,1,23.7,19
K3R4,12,121.1,30
K3R7,8,78.1,26
K3R7,13,134.9,31
K3R7,17,180,35
K3R9,16,168.8,34
K3RC,9,90,27
K3RC,18,174,36
K3S4,18,197,36
K3S8,12,142,30
K3S9,7,90,25
K3SQ,9,90.8,27
K3SQ,15,153.2,33
K3SQ,18,180,36
K3T3,8,84,26
K3T5,16,162.5,34
K3TR,3,33.8,21
K3TR,14,146,32
K3U3,4,56.3,22
K3U3,16,180,34
K3U4,13,147,31
K3U7,12,137,30
K3U8,6,78,24
K3U8,13,150,31
K3U8,18,186,36
K3V0,15,158,33
K3V5,11,128.5,29
K3V5,11L,129.5,29R
K3V7,8,98,26
K3W7,3,51,21
K3W8,7,82,25
K3W8,12,136.4,30
K3Y2,17,172.7,35
K3Y3,14,141.8,32
K40,E,,W
K40G,1,21,19
K40J,6,60,24
K40J,12,121,30
K40J,18,181,36
K40U,7,82.7,25
K41A,13,134,31
K41F,17,177.6,35
K41N,1,351.6,19
K41U,3,45.4,21
K42A,3,32,21
K42I,10,92.9,28
K42J,5,45,23
K42J,11,105,29
K42J,16,164,34
K42M,9,90,27
K42S,9,105,27
K42U,3,46.9,21
K42V,15,150,33
K43,17,,35
K43A,3,23,21
K43B,15,135,33
K43D,2,29,20
K43U,2,37.7,20
K44C,7,64,25
K44N,17,153,35
K44U,2,37.3,20
K45G,4,38.5,22
K45K,16,166,34
K45R,13,139.7,31
K46D,3,37,21
K46D,13,140,31
K46U,13,143.5,31
K47A,4,41.8,22
K47K,17,170,35
K47N,7,55.7,25
K47V,12,128.3,30
K47V,17,177.5,35
K48A,5,46,23
K48D,4,31.8,22
K48D,9,84,27
K48I,1,10,19
K48K,17,180,35
K48S,11,125,29
K48S,15,174,33
K49A,3,27,21
K49B,11,113,29
K49R,15,156.3,33
K49X,16,180,34
K4A0,11,109.4,29
K4A4,9,97,27
K4A5,5,52,23
K4A6,4,37,22
K4A7,6,54,24
K4A9,4,40,22
K4B6,2,2,20
K4B7,16,146,34
K4B8,2,19.3,20
K4C8,13,129,31
K4D0,9,86,27
K4D0,18,180,36
K4E7,13,142.3,31
K4E7,17,180,35
K4F2,17,177.8,35
K4F7,18,182,36
K4F8,2,17.5,20
K4F9,16,166,34
K4G4,10,90.4,28
K4G5,7,66,25
K4G6,18,164.7,36
K4G8,2,12.4,20
K4G8,18L,181.6,36R
K4G8,18R,181.2,36L
K4I0,6,53.8,24
K4I3,10,97.7,28
K4I7,18,181.1,36
K4I9,10,91,28
K4J1,1,6,19
K4J2,10,94,28
K4J5,9,95,27
K4J6,4,33,22
K4J6,13,127,31
K4J8,16,163,34
K4K3,4,42.4,22
K4K3,13,136,31
K4K3,18,180,36
K4K6,18,179.5,36
K4M1,7,73,25
K4M2,9,91,27
K4M3,9,91.1,27
K4M3,18,181.1,36
K4M7,6,63,24
K4M9,18,180.6,36
K4N1,6,48,24
K4O4,2,23.2,20
K4O5,17,180,35
K4P3,10,108,28
K4R1,14,153,32
K4R3,1,9,19
K4R4,1,7,19
K4R5,4,39,22
K4R7,16,166,34
K4R9,12,123,30
K4S1,16,176,34
K4S2,7,88,25
K4S3,15,167,33
K4S9,14,160,32
K4SD,8,96,26
K4SD,14,154,32
K4T2,12,123,30
K4T2,17,176,35
K4U6,3,48,21
K4U6,12,138,30
K4U9,14,157,32
K4V0,3,44.2,21
K4V0,6,77.4,24
K4V1,3,30.1,21
K4V1,8,93.8,26
K4V4,8,89,26
K4V9,1,,19
K4V9,13,,31
K4X4,12,120,30
K4Y4,5,53,23
K50,1,,19
K50,17,,35
K50D,2,16.9,20
K50D,12,116.9,30
K50F,17,171,35
K50I,9,90.3,27
K50R,18,182,36
K51A,10,100,28
K51D,14,147,32
K51J,1,6.2,19
K51R,18,190.1,36
K52A,14,141,32
K52F,17,180,35
K52J,6,50.6,24
K53A,18,181,36
K54F,17,180,35
K54J,9,90,27
K54J,18,180,36
K54T,8,89,26
K54T,14,147.5,32
K55,5,,23
K55J,4,36,22
K55J,8,82,26
K55J,13,126,31
K55J,18,171,36
K55K,17,177.3,35
K55M,18,180,36
K55Y,16,161.7,34
K56D,18,180.3,36
K56F,7,73,25
K56F,16,165,34
K57C,8,79,26
K57C,18,183,36
K57S,14,158,32
K58M,13,116,31
K5A1,10,90.2,28
K5A4,18,180,36
K5A6,3,30,21
K5A9,17,170,35
K5B2,5,39,23
K5B2,14,128.6,32
K5B5,8,90,26
K5B5,12,129,30
K5C1,17,173.6,35
K5C3,17,180,35
K5C8,8,81,26
K5C8,17,188,35
K5F0,14,144.7,32
K5F1,6,68,24
K5F1,17,181,35
K5F4,12,122.6,30
K5G6,10,90,28
K5G7,5,51.7,23
K5H4,11,120,29
K5I4,5,52,23
K5I4,9,88.4,27
K5J9,8,73.6,26
K5K1,18,179,36
K5L0,15,165,33
K5M0,18,181,36
K5M3,2,4,20
K5M4,5,48,23
K5M5,13,134,31
K5M8,8,90,26
K5M9,7,66,25
K5N2,9,93.6,27
K5N8,13,136,31
K5P2,13,140,31
K5R1,12,120,30
K5R2,18,179,36
K5R4,18,180,36
K5R8,15,157.7,33
K5S0,9,108,27
K5S2,13,148,31
K5S6,14,160,32
K5S9,16,178,34
K5T6,10,111.8,28
K5T9,13,,31
K5U1,16,177.5,34
K5U5,7,89,25
K5U5,18,196,36
K5U7,7,90,25
K5V5,2,32,20
K5W1,10,120,28
K5W4,4,33.1,22
K5W5,16,160,34
K5W8,4,39.9,22
K5Y1,9,90,27
K60C,6,60,24
K60F,17,180,35
K60J,6,56.7,24
K60R,17,178.2,35
K61A,18,179,36
K61B,09L,103.7,27R
K61B,09R,103.7,27L
K61B,15,164.7,33
K61C,3,28,21
K61R,14,,32
K61S,15,167,33
K62D,4,35.1,22
K62D,18,180.4,36
K62S,7,87,25
K63,4,,22
K63,12,,30
K63B,11,93,29
K63C,8,81.1,26
K63C,15,153,33
K63F,16,165.1,34
K63M,7,67,25
K64,16,,34
K64S,2,37,20
K65,6,,24
K65,13,,31
K65,17,,35
K65J,11,116,29
K65S,2,38,20
K66R,15,160,33
K66V,3,42,21
K66Y,18,180,36
K67,17,,35
K67A,15,150,33
K67L,1,28,19
K67R,16,162,34
K68,1,,19
K68F,15,159,33
K68J,16,159,34
K68S,3,56,21
K68S,5,73,23
K69K,17,174.6,35
K69V,8,90,26
K69V,12,139.7,30
K69V,18,195.9,36
K6A1,6,62,24
K6A1,18,180,36
K6A2,14,137,32
K6A4,6,58.2,24
K6B9,4,29,22
K6B9,10,94,28
K6D1,15,150,33
K6D6,10,95,28
K6D6,18,185,36
K6D8,5,57,23
K6D8,8,90,26
K6D8,13,134,31
K6D8,17,180,35
K6D9,8,78.2,26
K6E5,15,159.3,33
K6G0,8,85.3,26
K6G1,18,177.1,36
K6G4,6,62.5,24
K6G4,9,83.2,27
K6G5,9,86,27
K6I2,11,105,29
K6I4,18,180,36
K6I6,9,83.8,27
K6J0,18,170.7,36
K6J2,5,45.9,23
K6J4,1,10,19
K6J7,16,166,34
K6K3,13,,31
K6K3,18,190.4,36
K6K4,17,180,35
K6K5,2,38,20
K6L3,3,36.1,21
K6L3,14,146.1,32
K6L4,6,58,24
K6L5,14,148,32
K6M0,18,180.2,36
K6M2,13,125,31
K6M6,18,181,36
K6M7,18,180.9,36
K6R3,16,161.8,34
K6R6,4,44,22
K6R6,13,136,31
K6S0,6,75,24
K6S0,18,,36
K6S1,16,174,34
K6S2,15,167,33
K6S3,10,112,28
K6S5,16,181,34
K6S8,4,50,22
K6S8,9,98,27
K6S8,14,152,32
K6U7,7,90,25
K6V0,12,131.8,30
K6V0,16,173.8,34
K6V4,12,135,30
K6V5,11,122.8,29
K6Y1,10,96,28
K70A,18,180,36
K70J,13,121,31
K71,2,,20
K71,15,,33
K71A,9,90,27
K71J,12,121,30
K71N,5,41.4,23
K72F,17,180,35
K73C,18,177.8,36
K74S,18,198,36
K74V,7,83,25
K75J,16,161,34
K76F,17,180,35
K76G,4,33,22
K77F,17,180.4,35
K77G,1,4,19
K77G,9,89,27
K77S,15,174,33
K78R,17,173.3,35
K78Y,17,175.7,35
K79D,8,71.6,26
K79J,11,107,29
K79S,5,62,23
K79S,14,151.7,32
K7A0,18,180,36
K7A3,8,79,26
K7A4,18,180.4,36
K7A5,11,113,29
K7A6,5,49,23
K7A8,17,,35
K7B2,14,128,32
K7B6,10,99,28
K7D3,5,47.3,23
K7D3,9,93.9,27
K7D9,1,3.5,19
K7F3,13,136.1,31
K7F3,17L,180,35R
K7F3,17R,181.1,35L
K7F5,18,184.3,36
K7F7,14,145.1,32
K7G0,10,91,28
K7G8,11,100,29
K7G9,18,180,36
K7I4,6,58,24
K7K4,3,25,21
K7K5,8,90,26
K7K8,14,145,32
K7L2,9,105.4,27
K7L8,10,100,28
K7M1,18,181.4,36
K7M2,9,93,27
K7M3,8,77,26
K7M4,1,8.9,19
K7M5,4,41.6,22
K7M8,18,178.6,36
K7M9,2,23.1,20
K7N1,14,117.7,32
K7S0,16,180,34
K7S1,7,82,25
K7S1,17,180,35
K7S5,16,179,34
K7S6,1,22,19
K7S6,13,144,31
K7S7,4,52,22
K7S7,7,88,25
K7S7,10,121,28
K7S9,2,40,20
K7SP,10,88.3,28
K7T7,6,74,24
K7T7,16,165,34
K7V2,5,61.4,23
K7V3,9,90,27
K7V3,18,180,36
K7V5,7,79.5,25
K7V6,14,152.2,32
K7V7,15,160.2,33
K7V8,13,138.9,31
K7V9,8,95.9,26
K7W5,10,101,28
K7W6,11,111,29
K7Y4,14,146,32
K80D,9,94,27
K80D,18,181,36
K80F,17,179.8,35
K80T,9,106,27
K81B,15,132,33
K81R,13,136.3,31
K82A,14,135,32
K82C,14,139,32
K82J,18,180,36
K82V,8,89,26
K83D,7,68.1,25
K84D,13,134.9,31
K84R,17,174,35
K86F,17,180,35
K87,10,,28
K87,17,,35
K87I,17,174,35
K87K,4,44,22
K87K,18,183.8,36
K87Y,4,41,22
K87Y,9,90,27
K88J,17,162.1,35
K88M,18,198,36
K88R,17,180,35
K8A0,5,48,23
K8A1,3,25,21
K8A3,3,33.4,21
K8A6,17,170.5,35
K8B0,14,120.4,32
K8B1,2,9.7,20
K8B5,6,45,24
K8C4,11,110,29
K8D1,4,39,22
K8D1,14,142,32
K8D3,4,45,22
K8D3,16,167,34
K8D7,3,43.1,21
K8D7,13,131.9,31
K8F3,17,180,35
K8F5,17,173.5,35
K8F6,14,148.3,32
K8G1,10,97.4,28
K8G2,14,133,32
K8G6,13,126,31
K8J7,13,144.2,31
K8K2,12,134,30
K8K2,17,175,35
K8M1,15,147,33
K8M8,18,173.4,36
K8M9,16,158.3,34
K8N2,3,32.8,21
K8N8,9,78.5,27
K8S0,6,76,24
K8S1,18,199,36
K8T6,13,136,31
K8T8,17L,180,35R
K8U2,7,82,25
K8U6,8,91,26
K8U8,16,178,34
K8V1,2,31.3,20
K8V1,8,90,26
K8V2,5,60,23
K8V2,11,120,29
K8V3,15,153,33
K8V7,17,179.4,35
K8W2,6,50.5,24
K8WC,2,19,20
K8Y6,18,180,36
K90F,17,180,35
K91,15,,33
K91,17,,35
