ICAO,Latitude,Longitude
ETHC,52.5912017822,10.0221004486
ETHE,52.291199,7.387
ETHF,51.1146,9.286
ETHL,48.220299,9.91002
ETHM,50.3660011292,7.3153300285
ETHN,49.391945,9.958889
ETHR,49.2174987793,11.1001996994
ETHS,52.919399,10.185827
ETIC,49.6986999512,11.940199852
ETID,50.169201,8.96159
ETIH,49.2181015015,11.8360996246
ETIN,49.7430992126,10.2005996704
ETMN,53.7677001953,8.6584997177
ETND,52.585556,8.342222
ETNG,50.9608,6.04242
ETNH,54.3121986389,9.5381698608
ETNJ,53.533501,7.88867
ETNL,53.9182014465,12.2783002853
ETNN,50.8312,6.65817
ETNS,54.459301,9.51633
ETNT,53.5477981567,7.6673297882
ETNW,52.457298,9.42717
ETOI,49.6335983276,11.76720047
ETOR,49.5635986328,8.4633903503
ETOU,50.0498008728,8.3254003525
ETSA,48.070599,10.906
ETSB,50.1738014221,7.0633301735
ETSE,48.3222999573,11.9486999512
ETSF,48.2055549622,11.2669439316
ETSH,51.767799,13.1677
ETSI,48.7156982422,11.5340003967
ETSL,48.1855010986,10.8612003326
ETSN,48.710999,11.2115
ETUO,51.922798,8.30633
FAAB,-28.5750007629,16.5333003998
FAAG,-29.2817993164,18.8138999939
FABB,-26.2385997772,28.3017997742
FABE,-32.8970985413,27.2791004181
FABL,-29.0926990509,26.302400589
FABM,-28.2483997345,28.3360996246
FABO,-27.3668003082,26.6291999817
FACT,-33.9648017883,18.6016998291
FACV,-31.5002994537,19.72590065
FALE,-29.6144444444,31.1197222222
FAEL,-33.0355987549,27.8258991241
FAEO,-26.4955997467,29.9797992706
FAFB,-28.8230991364,27.9088993073
FAGC,-25.9862995148,28.1401004791
FAGG,-34.0055999756,22.378900528
FAGR,-32.1935997009,24.5414009094
FAGT,-33.2846984863,26.4981002808
FAGY,-29.1219997406,30.5867004395
FAHA,-28.0786991119,26.8612003326
FAHR,-28.2350997925,29.1061992645
FAHS,-24.3686008453,31.0487003326
FAHV,-30.5622005463,25.5282993317
FAJS,-26.1392,28.246
FAKD,-26.871099472,26.718000412
FAKM,-28.8027992249,24.7651996613
FAKR,-26.0808259199,27.7259149551
FAKS,-27.6606006622,27.3157997131
FAKU,-27.4566993713,23.4113998413
FAKZ,-29.6884002686,17.0939998627
FALA,-25.9384994507,27.9260997772
FALI,-26.175699234,26.1846008301
FALM,-23.1599006653,29.6965007782
FALW,-32.9688987732,18.1602993011
FALY,-28.5816993713,29.7497005463
FAMB,-25.6847991943,29.4402008057
FAMG,-30.8574008942,30.343000412
FAMI,-24.9890995026,29.2831001282
FAMJ,-27.0792999268,29.7784996033
FAMN,-25.4300003052,31.5767002106
FAMS,-25.7045001984,26.9090003967
FAMU,-27.6261005402,32.0443000793
FANC,-27.7705993652,29.9769001007
FANY,-24.6861000061,28.4349002838
FAOB,-34.554901123,20.2506999969
FAOH,-33.6069984436,22.188999176
FAPE,-33.9849014282,25.6173000336
FAPG,-34.0881601675,23.3287234306
FAPH,-23.9372005463,31.1553993225
FAPI,-23.9260997772,29.4843997955
FAPJ,-31.6058998108,29.5198001862
FAPM,-29.6490001678,30.3987007141
FAPN,-25.3337993622,27.1734008789
FAPP,-23.845269,29.458615
FAPS,-26.670999527,27.0818996429
FAPY,-26.8892993927,27.5034008026
FAQT,-31.9202003479,26.8822002411
FARB,-28.7409992218,32.0920982361
FARG,-25.6443004608,27.2710990906
FARS,-33.8121986389,19.9027996063
FASB,-29.6893005371,17.9395999908
FASC,-26.52409935,29.1700992584
FASD,-32.964099884,17.9692993164
FASI,-26.2494004736,28.3982715607
FASK,-25.8097000122,28.1646003723
FASS,-27.6485996246,22.9993000031
FASX,-34.0481987,20.4745998383
FASZ,-24.960899353,31.5886993408
FATF,-28.2600002289,22.9932003021
FATP,-29.0328998566,26.1576004028
FATT,-26.776599884,29.3388004303
FATZ,-23.8243999481,30.3292999268
FAUL,-28.3206005096,31.4165000916
FAUP,-28.39909935,21.2602005005
FAUT,-31.5463631849,28.6733551025
FAVB,-26.9824008942,24.7287998199
FAVG,-29.7705993652,31.0583992004
FAVR,-31.6410007477,18.5447998047
FAVV,-26.566400528,27.9608001709
FAWB,-25.6539,28.224199
FAWI,-25.8323001862,29.1919994354
FAWK,-25.8299999237,28.2224998474
FAWM,-27.9968245111,26.6633338928
FAYP,-33.9001998901,18.4983005524
FAZR,-25.5990009308,26.0422992706
FBFT,-21.1595993042,27.4745006561
FBJW,-24.6023006439,24.6909999847
FBKE,-17.8328990936,25.162399292
FBMN,-19.9726009369,23.4311008453
FBSK,-24.5552005768,25.9181995392
FBSP,-22.0583,27.8288
FCBB,-4.2516999245,15.2530002594
FCOO,-0.5313500166,15.9500999451
FCOU,1.6159900427,16.0379009247
FCPP,-4.8160300255,11.8865995407
FDMS,-26.5289993286,31.3075008392
FEFF,4.3984799385,18.5188007355
FEFT,4.2215800285,15.7863998413
FGBT,1.9054700136,9.805680275
FGSL,3.7552700043,8.7087202072
FHAW,-7.9696002007,-14.393699646
FIMP,-20.4302005768,57.6836013794
FIMR,-19.7576999664,63.361000061
FJDG,-7.31327,72.411102
FKKC,4.0891900063,9.3605298996
FKKD,4.0060801506,9.7194795609
FKKL,10.4513998032,14.257399559
FKKM,5.6369199753,10.7508001328
FKKN,7.3570098877,13.5592002869
FKKR,9.3358898163,13.3701000214
FKKU,5.5369200707,10.3545999527
FKKV,6.0392398834,10.1225996017
FKKY,3.83604002,11.5235004425
FLKE,-12.5727996826,27.8938999176
FLLI,-17.8218002319,25.8227005005
FLLS,-15.3308000565,28.4526004791
FLMF,-13.2588996887,31.9365997314
FLMG,-15.2545003891,23.1623001099
FLND,-12.9981002808,28.6648998261
FLSO,-12.9005002975,28.1499004364
FMCH,-11.5337,43.2719
FMCI,-12.2981004715,43.7663993835
FMCV,-12.1316995621,44.4303016663
FMCZ,-12.8046998978,45.2811012268
FMEE,-20.8871002197,55.5102996826
FMEP,-21.3208999634,55.4249992371
FMMI,-18.7968997955,47.4788017273
FMMN,-19.5627994537,45.4508018494
FMMS,-17.0939006805,49.8157997131
FMMT,-18.109500885,49.3925018311
FMMV,-20.2847003937,44.3176002502
FMNA,-12.3493995667,49.2916984558
FMNC,-16.1639003754,49.7737998962
FMND,-14.6517000198,49.6206016541
FMNE,-13.1884002686,48.9879989624
FMNH,-14.9994001389,50.3202018738
FMNL,-14.629699707,47.7638015747
FMNM,-15.6668417421,46.3512325287
FMNN,-13.3121004105,48.3148002625
FMNQ,-16.7445302965,44.4824838638
FMNR,-15.4366998672,49.6883010864
FMNS,-14.2785997391,50.1747016907
FMNV,-13.3758001328,50.0027999878
FMNW,-14.8987998962,47.9939002991
FMNZ,-13.484816,48.632702
FMSD,-25.0380992889,46.9561004639
FMSF,-21.4416007996,47.1116981506
FMSG,-22.8052997589,47.8205986023
FMSK,-22.1196994781,48.0217018127
FMSM,-21.2017993927,48.3582992554
FMSR,-21.753900528,43.3754997253
FMST,-23.3833999634,43.7285003662
FNBC,-6.2698998451,14.2469997406
FNBG,-12.609000206,13.4036998749
FNCA,-5.5969901085,12.1884002686
FNHU,-12.8088998795,15.7604999542
FNKU,-12.4046001434,16.9473991394
FNLB,-12.3711996078,13.5366001129
FNLU,-8.8583698273,13.2312002182
FNMA,-9.5250902176,16.3124008179
FNME,-14.6576004028,17.7198009491
FNNG,-7.7545099258,15.2876996994
FNPA,-10.7220001221,13.7655000687
FNSA,-9.6890697479,20.4319000244
FNSO,-6.1410899162,12.3718004227
FNUB,-14.9246997833,13.5749998093
FNUE,-11.7680997849,19.8976993561
FNUG,-7.6030697823,15.0277996063
FNXA,-16.755399704,14.9652996063
FOGO,1.543110013,11.5813999176
FOGQ,-0.6652140021,13.6731004715
FOGR,-0.7043889761,10.2456998825
FOOB,2.0756399632,11.4932003021
FOOG,-0.7117390037,8.7543802261
FOOH,-1.5747300386,9.2626895905
FOOK,0.5792109966,12.8908996582
FOOL,0.4586000144,9.4122800827
FOON,-1.656159997,13.4379997253
FPPR,1.6629400253,7.4117398262
FPST,0.3781749904,6.7121500969
FQBR,-19.7964000702,34.9076004028
FQIN,-23.8763999939,35.4085006714
FQLC,-13.2740001678,35.2663002014
FQLU,-15.0331001282,40.6716995239
FQMA,-25.9207992554,32.5726013184
FQMD,-11.6729001999,39.5630989075
FQMP,-11.3618001938,40.3549003601
FQMR,-13.2250995636,37.5521011353
FQNC,-14.4882001877,40.7122001648
FQNP,-15.1056003571,39.2817993164
FQPB,-12.9917621613,40.5240135193
FQQL,-17.8554992676,36.8690986633
FQSG,-15.6027002335,32.7732009888
FQTT,-16.1047992706,33.6402015686
FQUG,-14.7046003342,34.3524017334
FQVL,-22.0184001923,35.3133010864
FSAL,-7.00478,52.7262
FSDR,-5.6967,53.6558
FSFA,-10.1096,51.176102
FSIA,-4.6743397713,55.5218009949
FSPP,-4.3192901611,55.6913986206
FSSC,-7.13457,56.278198
FTTC,13.8470001221,20.8442993164
FTTD,8.6244096756,16.0713996887
FTTJ,12.1337003708,15.0340003967
FTTY,17.9171009064,19.1110992432
FVBU,-20.0174007416,28.6179008484
FVCP,-17.7516002655,30.9246997833
FVCZ,-21.0081005096,31.5785999298
FVFA,-18.0958995819,25.8390007019
FVHA,-17.9318008423,31.0928001404
FVKB,-16.5198001862,28.8850002289
FVMT,-17.4319000244,32.1845016479
FVMU,-18.9974994659,32.6272010803
FVMV,-20.0552997589,30.8591003418
FVSH,-20.2894992828,30.0881996155
FVTL,-19.4363994598,29.8619003296
FVWN,-18.6298999786,27.0209999084
FWCL,-15.6791000366,34.9739990234
FWKA,-9.9535703659,33.8930015564
FWKG,-13.0145998001,33.4686012268
FWKI,-13.7894001007,33.78099823
FWUU,-11.4447002411,34.0117988586
FXMM,-29.4622993469,27.5524997711
FXMU,-29.3041000366,27.5034999847
FZAA,-4.3857498169,15.4446001053
FZAB,-4.3266601563,15.3275003433
FZAG,-5.9308600426,12.3517999649
FZAI,-5.9180598259,12.4476995468
FZBO,-3.3113200665,17.3817005157
FZCA,-5.0357699394,18.7856006622
FZEA,0.0226000007,18.2887001038
FZFD,4.2532100677,20.9752998352
FZFK,3.2353699207,19.7712993622
FZFP,4.1576399803,21.6508998871
FZGA,2.1706600189,21.4969005585
FZIC,0.4816389978,25.3379993439
FZJH,2.8276100159,27.588300705
FZKA,1.5657199621,30.2208003998
FZKJ,2.8183500767,24.7936992645
FZMA,-2.3089799881,28.8087997437
FZNA,-1.6708099842,29.2385005951
FZOA,-2.9191799164,25.9153995514
FZQA,-11.5913000107,27.5308990479
FZQM,-10.7658996582,25.5056991577
FZRF,-5.8755598068,29.25
FZSA,-8.6420202255,25.2528991699
FZUA,-5.9000501633,22.4692001343
FZWA,-6.121240139,23.5690002441
GABS,12.5334997177,-7.9499402046
GAGO,16.2483997345,-0.0054560001
GAKY,14.4812002182,-11.4043998718
GAMB,14.5128002167,-4.079559803
GATB,16.7304992676,-3.0075800419
GATS,20.2430000305,0.9773079753
GBYD,13.3380002975,-16.6522006989
GCFV,28.4526996613,-13.8638000488
GCHI,27.8148002625,-17.8871002197
GCLA,28.626499176,-17.7555999756
GCLP,27.9319000244,-15.3865995407
GCRR,28.9454994202,-13.6051998138
GCTS,28.044500351,-16.5725002289
GCXO,28.4827003479,-16.3414993286
GEML,35.279800415,-2.9562599659
GFLL,8.6164398193,-13.1955003738
GGCF,11.287899971,-15.1805000305
GLMR,6.2890601158,-10.7587003708
GLRB,6.2337899208,-10.3622999191
GMAD,30.3250007629,-9.413069725
GMAT,28.4482002258,-11.1612997055
GMFF,33.9272994995,-4.9779601097
GMFI,33.5052986145,-5.152900219
GMFK,31.9475002289,-4.3983302116
GMFM,33.8791007996,-5.5151200294
GMFO,34.7872009277,-1.9239900112
GMMB,33.6553993225,-7.221449852
GMME,34.0514984131,-6.7515201569
GMMN,33.3675003052,-7.5899701118
GMMX,31.6068992615,-8.0362997055
GMMY,34.2989006042,-6.5958800316
GMMZ,30.9391002655,-6.909430027
GMTA,35.1771011353,-3.8395199776
GMTN,35.5942993164,-5.3200201988
GMTT,35.7268981934,-5.9168901444
GOGG,12.5556,-16.281799
GOGS,12.410200119,-16.746099472
GOOK,14.146900177,-16.0513000488
GOOY,14.7397003174,-17.4902000427
GOSS,16.0508003235,-16.4631996155
GOTB,14.8472995758,-12.4682998657
GOTK,12.5722999573,-12.2202997208
GOTT,13.7368001938,-13.6531000137
GQNA,16.7112998962,-9.6378803253
GQND,18.5701007843,-11.423500061
GQNF,16.5900001526,-11.4062004089
GQNI,16.6219997406,-7.3165998459
GQNK,16.1595001221,-13.5075998306
GQNN,18.0981998444,-15.9484996796
GQNS,15.1796998978,-12.2073001862
GQPA,20.5067996979,-13.0431995392
GQPP,20.9330997467,-17.0300006866
GQPT,25.236700058,-11.5887002945
GUFA,10.3506002426,-13.5691995621
GUFH,10.0354995728,-10.7698001862
GULB,11.3261003494,-12.2868003845
GVAC,16.741399765,-22.9493999481
GVBA,16.1364994049,-22.8889007568
GVMA,15.1559000015,-23.2136993408
GVSN,16.5883998871,-24.2847003937
GVSV,16.8332004547,-25.0552997589
HAAB,8.9778900147,38.7993011475
HAAL,9.003685,38.725498
HAAM,6.0393900871,37.5904998779
HAAX,14.1468000412,38.7728004456
HABD,11.6080999374,37.3216018677
HADR,9.6246995926,41.8541984558
HAGM,8.1287603378,34.5630989075
HAGN,12.519900322,37.4339981079
HAJM,7.6660900116,36.8166007996
HALL,11.9750003815,38.9799995422
HAMK,13.4673995972,39.5335006714
HASO,10.0185003281,34.5862998962
HBBA,-3.3240199089,29.3185005188
HCMH,9.5181703568,44.0887985229
HCMI,10.3892002106,44.9411010742
HCMK,-0.3773530126,42.4592018127
HEAX,31.1839008331,29.9489002228
HEBL,22.3759994507,31.611700058
HECA,30.1219005585,31.4055995941
HECW,30.116399765,30.9153995514
HEGN,27.1783008575,33.7994003296
HEGR,31.068559,34.129629
HELX,25.670999527,32.7066001892
HEMM,31.3253993988,27.2217006683
HEPS,31.2793998718,32.2400016785
HESC,28.685300827,34.0625
HESN,23.9643993378,32.8199996948
HETR,28.2089996338,33.6455001831
HKEL,0.4044579864,35.238899231
HKKG,0.2713420093,34.7873001099
HKKI,-0.086139001,34.7289009094
HKKT,0.971988976,34.9585990906
HKLO,3.1219699383,35.6086997986
HKLU,-2.2524199486,40.9131011963
HKMO,-4.0348300934,39.5942001343
HKNV,-0.7879530191,36.4334983826
HKNW,-1.3217200041,36.8148002625
HKRE,-1.2772699595,36.8623008728
HKWJ,1.7332400084,40.0915985107
HLFL,28.7954006195,22.0809001923
HLGL,28.6385002136,21.4379997253
HLGT,25.1455993652,10.1426000595
HLKF,24.1786994934,23.313999176
HLLB,32.0968017578,20.2695007324
HLLS,26.9869995117,14.4724998474
HLLT,32.6635017395,13.1590003967
HLMB,30.3780994415,19.5764007568
HLNF,30.5,18.5272006989
HLON,29.1100997925,15.9656000137
HLRA,29.4726009369,17.9349002838
HLTD,30.1516990662,9.7153100967
HLZA,28.5898990631,17.2938995361
HRYG,-1.6771999598,29.2588996887
HRYR,-1.9686299563,30.1394996643
HRZA,-2.4622399807,28.9078998566
HSDN,19.1539001465,30.4300994873
HSDZ,11.785900116,34.3367004395
HSFS,13.6148996353,25.3246002197
HSKA,15.3874998093,36.3288002014
HSLI,11.1379995346,29.7010993958
HSOB,13.1532001495,30.2327003479
HSSJ,4.872010231,31.6011009216
HSSM,9.5589704514,31.6522006989
HSSS,15.5895004272,32.5531997681
HTAR,-3.3677899837,36.6333007813
HTDA,-6.878109932,39.2025985718
HTDO,-6.170440197,35.7526016235
HTIR,-7.6686301231,35.7521018982
HTKJ,-3.4294099808,37.0745010376
HTLM,-3.3763101101,35.8182983398
HTMT,-10.339099884,40.1818008423
HTMW,-2.4444899559,32.9327011108
HTPE,-5.2572598457,39.8114013672
HTTG,-5.0923600197,39.0712013245
HTZA,-6.2220201492,39.224899292
HUEN,0.0423859991,32.4435005188
HUSO,1.7276899815,33.6227989197
LATI,41.4146995544,19.7206001282
LBBG,42.5695991516,27.5151996613
LBGO,43.1514015198,25.7129001617
LBPD,42.067799,24.8508
LBSF,42.6966934204,23.4114360809
LBSZ,42.3766667,25.655
LBWN,43.232101,27.8251
LCLK,34.8750991821,33.6249008179
LCPH,34.7179985046,32.4856987
LCRA,34.590401,32.9879
LDDU,42.5614013672,18.2681999207
LDOC,45.5427778,18.6319444
LDOS,45.4626998901,18.8101997375
LDPL,44.8935012817,13.9222002029
LDRG,45.3795013428,14.5038003922
LDRI,45.2168998718,14.5703001022
LDSP,43.538898468,16.2980003357
LDVA,46.2946472168,16.382932663
LDZA,45.7429008484,16.0687999725
LDZD,44.1082992554,15.3466997147
LDZU,44.557598114,15.7743997574
LEAB,38.9485015869,-1.8635200262
LEAL,38.2821998596,-0.5581560135
LEAM,36.8438987732,-2.3701000214
LEAS,43.5635986328,-6.0346198082
LEBA,37.841999054,-4.8488798141
LEBB,43.3011016846,-2.9106099606
LEBL,41.2971000671,2.0784599781
LEBZ,38.8913002014,-6.8213300705
LECO,43.3021011353,-8.3772602081
LEGA,37.1332016,-3.63568997
LEGE,41.901000977,2.7605500221
LEGR,37.1887016296,-3.7773599625
LEGT,40.2941017151,-3.7238299847
LEIB,38.8728981018,1.3731199503
LEJR,36.7445983887,-6.0601100922
LELC,37.7750015259,-0.8123890162
LEMD,40.471926,-3.56264
LEMG,36.6749000549,-4.4991102219
LEMH,39.8625984192,4.2186498642
LEMO,37.1749000549,-5.615940094
LEOC,39.9375,-3.5033299923
LEPP,42.7700004578,-1.646329999
LERI,37.951099,-1.23032
LERS,41.1473999023,1.1671700478
LERT,36.645198822,-6.349460125
LESA,40.9520988464,-5.5019898415
LESB,39.5988998413,2.7027800083
LESL,39.8622016907,4.2583298683
LESO,43.3564987183,-1.7906099558
LEST,42.8963012695,-8.415140152
LESU,42.3386,1.40917
LETO,40.4967002869,-3.4458699226
LEVC,39.4892997742,-0.4816249907
LEVD,41.7061004639,-4.851940155
LEVT,42.8828010559,-2.7244699001
LEVX,42.2318000793,-8.6267700195
LEXJ,43.4271011353,-3.8200099468
LEZG,41.6661987305,-1.0415500402
LEZL,37.4179992676,-5.8931097984
LFAC,50.9621009827,1.9547599554
LFAG,49.8685,3.02958
LFAI,48.5961990356,3.0067899227
LFAO,48.5457992554,-0.3874439895
LFAQ,49.9715003967,2.6976599693
LFAT,50.5173988342,1.6205899715
LFAV,50.3258018494,3.4612600803
LFAY,49.8730010986,2.3870699406
LFBA,44.1747016907,0.5905560255
LFBC,44.5332984924,-1.125
LFBD,44.8283004761,-0.7155560255
LFBE,44.8252983093,0.5186110139
LFBF,43.5456008911,1.3674999475
LFBG,45.6582984924,-0.3174999952
LFBI,46.5876998901,0.3066659868
LFBK,46.2225990295,2.3639600277
LFBL,45.8628005981,1.1794400215
LFBM,43.911701,-0.5075
LFBN,46.313477,-0.394529
LFBO,43.629101,1.36382
LFBP,43.3800010681,-0.41861099
LFBR,43.4488983154,1.2633299828
LFBT,43.1786994934,-0.0064389999
LFBU,45.7291984558,0.2214560062
LFSL,48.780001,5.980003
LFBX,45.1981010437,0.8155559897
LFBZ,43.4683333,-1.5311111
LFCC,44.351398468,1.4752800465
LFCG,43.0078010559,1.1031500101
LFCH,44.596401,-1.11083
LFCI,43.913898468,2.1130599976
LFCK,43.5563011169,2.2891800404
LFCL,43.586101532,1.4991699457
LFCM,43.9892997742,3.1830000877
LFCQ,43.7710990906,2.0108299255
LFCR,44.4079017639,2.4826700687
LFCU,45.5346984863,2.4238901138
LFCW,44.396900177,0.7588890195
LFCY,45.6281013489,-0.9725000262
LFCZ,44.145928,-1.16432
LFDA,43.709400177,-0.2452780008
LFDB,44.0256996155,1.3780399561
LFDH,43.6878013611,0.6016669869
LFDI,44.982498,-0.134722
LFDJ,43.0905990601,1.6958299875
LFDM,44.4989013672,0.2005140036
LFDN,45.8877983093,-0.9830560088
LFED,48.0584983826,-2.9218299389
LFEH,47.480556,2.394167
LFES,48.0525016785,-3.6647200584
LFFI,47.4081001282,-1.1775000095
LFFN,48.4297981262,4.4822201729
LFGA,48.1099014282,7.3590102196
LFGF,47.005901,4.89342
LFGJ,47.042686,5.435061
LFGK,47.9921989441,3.3922200203
LFGW,49.122398,5.46905
LFHO,44.5442008972,4.3721899986
LFHP,45.0806999207,3.7628901005
LFHQ,45.0764007568,2.9936099052
LFHS,46.2009010315,5.2920298576
LFHV,45.919983,4.634931
LFHY,46.5345993042,3.423719883
LFIF,43.823299408,2.7452800274
LFIG,44.1777992249,2.5150001049
LFJL,48.9821014404,6.2513198853
LFKB,42.5527000427,9.4837303162
LFKC,42.5244444,8.7930556
LFKF,41.5005989075,9.0977802277
LFKJ,41.9235992432,8.8029203415
LFKO,41.6605987549,8.889749527
LFKS,41.9244003296,9.4060001373
LFKT,42.293598175,9.1930599213
LFLA,47.8502006531,3.49710989
LFLB,45.6380996704,5.88022995
LFLC,45.7867012024,3.1691699028
LFLD,47.0581016541,2.3702800274
LFLE,45.5611000061,5.9757599831
LFLH,46.8260993958,4.8176298141
LFLI,46.1920013428,6.2683901787
LFLL,45.7255556,5.0811111
LFLM,46.295101,4.79577
LFLN,46.4124984741,4.0132598877
LFLO,46.0583000183,4.0013899803
LFLP,45.9308333,6.1063889
LFLS,45.3628997803,5.3293700218
LFLT,46.352501,2.57049
LFLU,44.9216,4.9699
LFLV,46.1697006226,3.4037399292
LFLW,44.8913993835,2.4219400883
LFLX,46.86027778,1.7211111
LFLY,45.7271995544,4.944270134
LFMA,43.5056,5.36778
LFMC,43.3847007751,6.3871397972
LFMD,43.5419998169,6.9534797668
LFMH,45.540599823,4.2963900566
LFMI,43.522701,4.92384
LFMK,43.2159996033,2.306319952
LFML,43.439271922,5.2214241028
LFMN,43.6584014893,7.2158699036
LFMO,44.140499115,4.8667201996
LFMP,42.740398407,2.8706700802
LFMQ,43.2524986267,5.7851901054
LFMS,44.069698,4.14212
LFMT,43.5761985779,3.9630100727
LFMU,43.3235015869,3.3538999557
LFMV,43.9072990417,4.9018301964
LFMY,43.6063995361,5.1092500687
LFMZ,43.1758003235,2.73416996
LFNB,44.5021018982,3.5328199863
LFNH,44.029800415,5.0780601501
LFOA,47.053299,2.6325
LFOB,49.4543991089,2.1127800941
LFOC,48.058102,1.37662
LFOD,47.256802,-0.115142
LFOE,49.0287017822,1.2198599577
LFOH,49.5339012146,0.0880559981
LFOI,50.143501,1.831891
LFOJ,47.9878005981,1.7605600357
LFOK,48.7761001587,4.1844902039
LFOP,49.3842010498,1.1748000383
LFOT,47.4322013855,0.7276059985
LFOU,47.0820999146,-0.8770639896
LFOV,48.0313987732,-0.7429860234
LFOZ,47.8969,2.16333
LFPB,48.9693984985,2.4413900375
LFPC,49.2535018921,2.5191400051
LFPG,49.0127983093,2.5499999523
LFPK,48.8376998901,3.016119957
LFPM,48.6046981812,2.6711199284
LFPN,48.7518997192,2.1061899662
LFPO,48.7233333,2.3794444
LFPT,49.0966667,2.0408333
LFPV,48.7741667,2.1916667
LFQA,49.2086982727,4.1565799713
LFQB,48.322101593,4.016699791
LFQC,48.5932998657,6.5434598923
LFQE,49.2268981934,5.6722202301
LFQF,46.967300415,4.2605700493
LFQG,47.0026016235,3.1133298874
LFQI,50.221802,3.15424
LFQJ,50.3105010986,4.0331201553
LFQM,47.2066,6.083681
LFQP,48.7680556,7.205
LFQQ,50.563332,3.086886
LFQT,50.6184005737,2.6422400475
LFQV,49.7839012146,4.6470799446
LFQW,47.6376,6.20392
LFRB,48.4478988647,-4.4185400009
LFRC,49.650100708,-1.4702800512
LFRD,48.5876998901,-2.0799601078
LFRE,47.2893981934,-2.3463900089
LFRF,48.8830986023,-1.5641700029
LFRG,49.3652992249,0.1543059945
LFRH,47.7606010437,-3.4400000572
LFRI,46.7019004822,-1.3786300421
LFRJ,48.5303001404,-4.1516399384
LFRK,49.1733016968,-0.4499999881
LFRL,48.2817001343,-4.4450201988
LFRM,47.948600769,0.2016669959
LFRN,48.0694999695,-1.7347899675
LFRO,48.7543983459,-3.4716598988
LFRQ,47.9749984741,-4.1677899361
LFRS,47.1531982422,-1.610730052
LFRT,48.5378,-2.85444
LFRU,48.6031990051,-3.8157799244
LFRV,47.7233009338,-2.7185599804
LFRZ,47.3105556,-2.1566667
LFSB,47.59,7.5291667
LFSC,47.922000885,7.3996701241
LFSD,47.268901825,5.0900001526
LFSF,49.0717010498,6.1316699982
LFSG,48.3250007629,6.0699801445
LFSH,48.7943000793,7.817609787
LFSI,48.6360015869,4.8994197845
LFSM,47.487,6.79054
LFSN,48.6921005249,6.2304601669
LFSO,48.5830993652,5.9549999237
LFSP,46.9039993286,6.3273701668
LFSR,49.310001,4.05
LFST,48.5382995605,7.6282300949
LFSX,47.7830556,6.36416667
LFTF,43.2477989197,6.1266999245
LFTH,43.0973014832,6.1460299492
LFTW,43.7574005127,4.4163498878
LFVM,47.095500946,-56.3802986145
LFVP,46.7629013062,-56.1730995178
LFXA,45.987301,5.32844
LFYD,48.0862998962,5.6640601158
LGAD,37.9207,21.292601
LGAG,38.602001,21.3512001
LGAL,40.8558998108,25.9563007355
LGAX,40.6511001587,22.4887008667
LGBL,39.2196006775,22.7943000793
LGEL,38.0638008118,23.5559997559
LGHI,38.3432006836,26.1406002045
LGIO,39.6963996887,20.8225002289
LGIR,35.3396987915,25.1802997589
LGKA,40.4463005066,21.2821998596
